country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
RUS,1997,2,short,1,12,105,11,4,4,13,22,32,60,97,166,253,386,512,632,816,1063,1398,1678,1609,.,.,.,.,.,.
RUS,1997,2,short,1,13,13,1,1,2,8,12,14,14,23,23,36,49,59,71,83,89,84,58,57,.,.,.,.,.,.
RUS,1997,2,short,1,14,11,3,4,2,23,46,41,58,68,72,98,106,153,212,260,282,294,285,235,.,.,.,.,.,.
RUS,1997,2,short,1,15,13930,164,30,17,12,11,9,11,8,10,13,11,13,10,9,8,6,7,4,.,.,.,.,.,.
RUS,1997,2,short,1,16,857,327,169,153,505,611,643,695,781,890,1042,1164,1192,1101,1068,1103,1443,1757,2052,.,.,.,.,.,.
RUS,1998,2,short,1,0,17968,839,360,319,796,1006,1181,1459,1958,2865,4388,6378,9930,14434,24111,39642,65870,112119,210582,.,.,.,.,.,.
RUS,1998,2,short,1,1,785,63,10,8,20,39,56,72,70,74,75,78,67,78,88,88,114,126,117,.,.,.,.,.,.
RUS,1998,2,short,1,2,79,69,50,44,62,89,145,251,462,795,1321,1940,2834,3613,5064,6582,7654,7497,6141,.,.,.,.,.,.
RUS,1998,2,short,1,3,42,7,3,2,5,2,3,3,3,6,5,10,12,18,25,34,45,32,29,.,.,.,.,.,.
RUS,1998,2,short,1,4,58,11,4,4,12,17,29,20,22,27,51,97,185,334,496,604,590,441,279,.,.,.,.,.,.
RUS,1998,2,short,1,5,0,5,6,5,6,9,10,12,16,22,37,39,46,37,34,49,93,164,238,.,.,.,.,.,.
RUS,1998,2,short,1,6,231,66,43,26,36,29,35,40,51,62,76,86,83,85,101,129,179,211,299,.,.,.,.,.,.
RUS,1998,2,short,1,7,68,11,7,5,27,41,77,137,242,437,817,1365,2560,4320,8003,14242,25223,45061,88290,.,.,.,.,.,.
RUS,1998,2,short,1,8,15,1,1,2,10,15,26,43,91,196,473,932,1816,3328,6730,12730,23358,42985,83971,.,.,.,.,.,.
RUS,1998,2,short,1,9,8,1,1,1,2,3,7,8,12,20,39,64,131,291,682,1546,3604,9207,22888,.,.,.,.,.,.
RUS,1998,2,short,1,10,1822,138,15,12,16,14,20,26,36,53,66,82,104,105,153,196,296,389,574,.,.,.,.,.,.
RUS,1998,2,short,1,11,28,8,3,3,10,11,12,18,23,40,65,103,188,310,597,938,1594,2303,3731,.,.,.,.,.,.
RUS,1998,2,short,1,12,64,6,3,5,10,24,30,62,100,155,234,349,509,618,767,1055,1317,1596,1626,.,.,.,.,.,.
RUS,1998,2,short,1,13,15,2,3,2,9,13,15,13,20,22,30,39,59,71,80,78,83,54,64,.,.,.,.,.,.
RUS,1998,2,short,1,14,13,5,2,3,22,37,46,50,61,64,86,110,137,193,248,274,316,252,244,.,.,.,.,.,.
RUS,1998,2,short,1,15,13794,146,31,18,12,8,6,7,8,9,12,10,10,9,10,7,8,4,2,.,.,.,.,.,.
RUS,1998,2,short,1,16,945,300,179,180,542,657,665,695,739,884,1003,1073,1191,1026,1033,1090,1396,1798,2088,.,.,.,.,.,.
RUS,1999,2,short,1,0,17907,930,386,311,804,1126,1260,1637,2214,3205,4836,7174,10650,15336,25312,40907,67609,116358,221438,.,.,.,.,.,.
RUS,1999,2,short,1,1,977,61,14,7,25,55,62,82,91,92,101,100,99,92,93,94,106,103,118,.,.,.,.,.,.
RUS,1999,2,short,1,2,79,80,43,43,61,87,148,261,466,800,1333,2034,2858,3724,5020,6511,7715,7563,6292,.,.,.,.,.,.
RUS,1999,2,short,1,3,56,5,1,3,3,3,3,3,6,5,9,10,14,19,26,30,51,45,27,.,.,.,.,.,.
RUS,1999,2,short,1,4,78,8,8,4,13,24,31,32,27,38,59,98,175,305,444,522,526,385,242,.,.,.,.,.,.
RUS,1999,2,short,1,5,2,4,6,5,7,8,11,17,24,28,39,41,54,44,43,51,77,133,246,.,.,.,.,.,.
RUS,1999,2,short,1,6,235,76,43,32,35,30,32,45,51,62,83,86,98,88,92,104,164,201,302,.,.,.,.,.,.
RUS,1999,2,short,1,7,122,16,6,7,21,60,80,159,296,553,965,1640,2928,4810,8898,15206,26683,47400,93570,.,.,.,.,.,.
RUS,1999,2,short,1,8,10,1,3,4,9,21,33,52,106,222,511,1013,1881,3422,6949,12818,23316,43826,87368,.,.,.,.,.,.
RUS,1999,2,short,1,9,2,2,4,1,2,5,6,8,14,22,40,72,152,312,737,1787,3815,9928,24505,.,.,.,.,.,.
RUS,1999,2,short,1,10,1817,165,14,10,16,25,27,36,57,73,104,125,141,141,182,239,353,516,667,.,.,.,.,.,.
RUS,1999,2,short,1,11,60,10,6,2,8,9,14,18,22,42,66,110,193,322,596,964,1584,2420,3972,.,.,.,.,.,.
RUS,1999,2,short,1,12,101,13,5,4,13,19,36,72,124,187,262,390,550,643,773,1051,1433,1681,1719,.,.,.,.,.,.
RUS,1999,2,short,1,13,10,0,2,4,10,10,11,15,16,23,27,46,57,66,87,79,82,85,80,.,.,.,.,.,.
RUS,1999,2,short,1,14,22,7,2,5,21,42,46,61,62,67,94,122,145,209,260,289,316,258,245,.,.,.,.,.,.
RUS,1999,2,short,1,15,13263,170,32,16,12,10,11,11,13,9,14,17,13,11,13,6,8,8,8,.,.,.,.,.,.
RUS,1999,2,short,1,16,1074,313,196,163,548,718,709,765,838,983,1130,1268,1291,1128,1097,1156,1381,1805,2080,.,.,.,.,.,.
RUS,2000,2,short,1,0,16775,895,356,307,806,1141,1351,1742,2339,3384,5099,7614,11402,15820,25599,41139,67384,114607,221679,.,.,.,.,.,.
RUS,2000,2,short,1,1,801,67,12,9,25,54,75,91,97,114,114,111,106,92,95,90,103,108,112,.,.,.,.,.,.
RUS,2000,2,short,1,2,94,74,46,43,65,84,136,255,444,779,1301,1999,2846,3712,4946,6510,7906,7624,6720,.,.,.,.,.,.
RUS,2000,2,short,1,3,46,5,4,2,4,3,2,3,4,5,9,8,15,22,24,31,50,49,28,.,.,.,.,.,.
RUS,2000,2,short,1,4,79,9,4,5,12,27,28,31,24,33,54,98,164,264,419,472,469,309,221,.,.,.,.,.,.
RUS,2000,2,short,1,5,0,5,3,3,3,7,13,20,25,31,41,50,58,45,38,51,113,182,331,.,.,.,.,.,.
RUS,2000,2,short,1,6,225,80,38,25,33,31,37,42,59,71,89,96,107,87,86,91,118,127,232,.,.,.,.,.,.
RUS,2000,2,short,1,7,113,13,9,6,27,54,105,193,330,588,1058,1813,3217,5033,9051,15330,26313,46785,94263,.,.,.,.,.,.
RUS,2000,2,short,1,8,7,3,2,2,8,17,27,57,104,239,519,1084,2055,3609,7089,13067,23830,43954,88362,.,.,.,.,.,.
RUS,2000,2,short,1,9,3,0,3,2,4,5,5,8,13,23,37,72,130,302,707,1688,3499,9058,22939,.,.,.,.,.,.
RUS,2000,2,short,1,10,1464,158,19,9,17,28,40,58,80,105,142,171,170,169,190,261,341,485,703,.,.,.,.,.,.
RUS,2000,2,short,1,11,46,7,4,3,7,12,12,19,25,40,74,106,197,312,596,970,1490,2258,3706,.,.,.,.,.,.
RUS,2000,2,short,1,12,101,8,6,5,12,25,55,85,135,219,309,443,658,678,829,1071,1419,1644,1712,.,.,.,.,.,.
RUS,2000,2,short,1,13,9,3,1,3,7,10,14,15,19,21,33,55,64,68,78,82,102,83,74,.,.,.,.,.,.
RUS,2000,2,short,1,14,7,3,3,4,18,42,44,50,65,63,84,126,162,201,252,264,300,272,286,.,.,.,.,.,.
RUS,2000,2,short,1,15,12858,137,31,18,14,10,9,9,10,12,19,13,20,11,10,8,5,3,5,.,.,.,.,.,.
RUS,2000,2,short,1,16,923,323,169,168,552,732,747,804,906,1039,1215,1368,1435,1216,1187,1154,1327,1665,1988,.,.,.,.,.,.
RUS,2001,2,short,1,0,15879,827,362,334,754,1125,1369,1828,2449,3513,5347,8030,11668,16381,25461,41172,67183,113060,219306,.,.,.,.,.,.
RUS,2001,2,short,1,1,720,60,11,8,17,61,72,94,115,116,123,109,105,98,98,81,90,104,110,.,.,.,.,.,.
RUS,2001,2,short,1,2,84,69,45,44,58,85,141,251,427,763,1293,2044,2779,3754,4831,6310,7651,7717,6603,.,.,.,.,.,.
RUS,2001,2,short,1,3,55,6,3,3,4,2,3,3,5,5,8,8,10,21,21,26,43,40,22,.,.,.,.,.,.
RUS,2001,2,short,1,4,71,12,7,6,12,20,28,27,24,32,53,92,154,263,396,471,472,322,203,.,.,.,.,.,.
RUS,2001,2,short,1,5,0,3,4,3,4,6,11,16,22,36,48,55,71,51,46,68,110,185,413,.,.,.,.,.,.
RUS,2001,2,short,1,6,242,66,44,28,28,30,36,46,61,73,93,107,102,90,83,92,99,122,191,.,.,.,.,.,.
RUS,2001,2,short,1,7,71,17,9,7,19,52,101,202,370,634,1144,1977,3347,5261,9112,15358,26571,46007,92451,.,.,.,.,.,.
RUS,2001,2,short,1,8,20,1,3,3,8,18,30,62,114,226,521,1121,2061,3686,7112,13515,24064,44256,89783,.,.,.,.,.,.
RUS,2001,2,short,1,9,3,2,1,2,3,3,5,8,12,24,39,76,152,308,686,1593,3374,8239,21555,.,.,.,.,.,.
RUS,2001,2,short,1,10,1314,113,14,13,13,23,37,65,75,114,144,180,190,159,173,225,282,446,633,.,.,.,.,.,.
RUS,2001,2,short,1,11,38,6,1,3,5,11,13,20,22,40,62,104,174,265,496,794,1263,1874,3201,.,.,.,.,.,.
RUS,2001,2,short,1,12,73,10,3,3,11,24,56,107,176,253,368,530,755,758,842,1078,1377,1622,1709,.,.,.,.,.,.
RUS,2001,2,short,1,13,2,3,1,3,7,13,13,14,19,22,34,50,55,75,77,83,79,78,61,.,.,.,.,.,.
RUS,2001,2,short,1,14,12,4,4,5,17,36,40,53,59,68,82,107,138,193,229,265,288,284,255,.,.,.,.,.,.
RUS,2001,2,short,1,15,12325,140,35,21,11,9,11,11,12,12,15,14,14,10,10,8,5,5,4,.,.,.,.,.,.
RUS,2001,2,short,1,16,848,316,178,180,541,734,775,850,935,1094,1322,1455,1559,1389,1250,1205,1417,1763,2114,.,.,.,.,.,.
RUS,2002,2,short,1,0,15078,752,329,324,714,1060,1423,1958,2650,3784,5569,8326,11986,17061,25756,42297,69259,115599,226872,.,.,.,.,.,.
RUS,2002,2,short,1,1,650,68,11,8,18,45,86,113,127,140,142,131,119,101,91,88,106,106,92,.,.,.,.,.,.
RUS,2002,2,short,1,2,81,71,45,45,62,81,133,251,429,748,1256,1974,2718,3737,4776,6237,7660,7705,6546,.,.,.,.,.,.
RUS,2002,2,short,1,3,41,8,2,2,3,3,2,3,3,5,8,9,13,18,20,24,36,32,22,.,.,.,.,.,.
RUS,2002,2,short,1,4,60,10,3,7,8,16,27,22,26,29,48,85,162,260,403,452,461,329,207,.,.,.,.,.,.
RUS,2002,2,short,1,5,0,3,2,1,2,4,7,18,27,34,42,57,75,58,44,53,91,186,334,.,.,.,.,.,.
RUS,2002,2,short,1,6,244,63,38,31,29,26,35,47,55,79,97,115,121,105,105,105,111,164,235,.,.,.,.,.,.
RUS,2002,2,short,1,7,78,12,5,8,21,51,104,235,428,753,1250,2138,3552,5714,9460,16373,27927,47979,97109,.,.,.,.,.,.
RUS,2002,2,short,1,8,12,1,1,3,7,18,29,53,111,241,512,1114,1979,3725,6979,13599,24743,45117,92198,.,.,.,.,.,.
RUS,2002,2,short,1,9,3,1,0,2,3,2,5,5,13,22,41,81,134,303,643,1535,3266,7905,21824,.,.,.,.,.,.
RUS,2002,2,short,1,10,1169,93,15,12,15,24,46,72,100,142,184,221,229,197,203,252,342,483,747,.,.,.,.,.,.
RUS,2002,2,short,1,11,32,5,4,3,5,8,11,14,21,37,61,111,170,252,501,848,1322,1922,3288,.,.,.,.,.,.
RUS,2002,2,short,1,12,57,11,4,6,10,27,65,133,216,295,441,604,861,850,908,1100,1382,1584,1772,.,.,.,.,.,.
RUS,2002,2,short,1,13,0,2,1,3,7,10,11,13,17,18,31,44,61,67,83,79,82,76,83,.,.,.,.,.,.
RUS,2002,2,short,1,14,5,4,2,3,15,34,46,47,62,62,77,105,143,191,235,257,293,254,259,.,.,.,.,.,.
RUS,2002,2,short,1,15,11861,137,33,22,14,10,8,12,10,12,13,16,14,11,13,7,7,4,9,.,.,.,.,.,.
RUS,2002,2,short,1,16,785,264,164,169,497,702,807,921,1007,1166,1367,1520,1633,1473,1293,1290,1427,1755,2144,.,.,.,.,.,.
RUS,2003,2,short,1,0,13748,685,328,310,694,1051,1517,2056,2805,3969,5748,8632,12091,17222,24902,42042,69251,113821,227328,.,.,.,.,.,.
RUS,2003,2,short,1,1,557,48,12,11,13,49,106,126,129,143,155,147,119,98,85,92,93,80,74,.,.,.,.,.,.
RUS,2003,2,short,1,2,79,53,46,37,50,80,141,247,432,768,1240,1989,2727,3723,4706,6133,7600,7735,6498,.,.,.,.,.,.
RUS,2003,2,short,1,3,37,6,2,1,2,2,4,3,4,5,8,8,12,18,18,27,28,30,24,.,.,.,.,.,.
RUS,2003,2,short,1,4,35,8,3,3,9,17,23,22,24,33,54,95,165,252,389,464,468,347,187,.,.,.,.,.,.
RUS,2003,2,short,1,5,0,1,2,2,3,7,9,18,29,39,47,60,69,48,41,58,74,156,283,.,.,.,.,.,.
RUS,2003,2,short,1,6,209,62,35,25,26,28,34,53,58,87,100,129,133,101,104,108,144,186,296,.,.,.,.,.,.
RUS,2003,2,short,1,7,65,9,6,7,19,54,126,251,489,801,1344,2267,3653,5916,9102,16508,28310,48574,101220,.,.,.,.,.,.
RUS,2003,2,short,1,8,9,1,2,3,7,16,32,62,119,247,530,1118,1973,3773,6812,13469,24750,43776,91014,.,.,.,.,.,.
RUS,2003,2,short,1,9,4,0,0,1,3,4,6,7,13,19,41,71,126,276,588,1427,3078,6979,19844,.,.,.,.,.,.
RUS,2003,2,short,1,10,982,84,14,13,13,24,57,82,108,153,186,231,269,199,196,252,336,446,700,.,.,.,.,.,.
RUS,2003,2,short,1,11,22,5,3,3,4,9,12,17,27,43,65,114,164,257,423,823,1252,1848,3098,.,.,.,.,.,.
RUS,2003,2,short,1,12,62,10,2,5,9,34,97,178,265,351,496,705,930,905,917,1077,1378,1637,1760,.,.,.,.,.,.
RUS,2003,2,short,1,13,6,2,2,5,4,10,14,11,14,23,34,47,56,60,74,78,80,60,58,.,.,.,.,.,.
RUS,2003,2,short,1,14,7,4,2,3,12,31,43,47,56,59,75,97,141,173,224,239,244,261,226,.,.,.,.,.,.
RUS,2003,2,short,1,15,10834,139,31,14,15,10,7,10,9,11,13,17,13,10,11,7,8,7,2,.,.,.,.,.,.
RUS,2003,2,short,1,16,839,252,165,176,503,675,808,923,1028,1188,1359,1534,1538,1413,1212,1279,1409,1700,2045,.,.,.,.,.,.
RUS,2004,2,short,1,0,12517,679,321,320,683,1021,1570,2139,2855,3945,5584,8223,11805,16733,23957,40155,65807,108114,217406,.,.,.,.,.,.
RUS,2004,2,short,1,1,493,55,6,6,16,57,116,140,149,156,159,150,126,93,85,80,85,85,76,.,.,.,.,.,.
RUS,2004,2,short,1,2,81,62,42,39,52,78,142,257,438,729,1239,1949,2806,3761,4737,6066,7388,7953,6814,.,.,.,.,.,.
RUS,2004,2,short,1,3,34,4,3,3,3,3,3,4,3,4,7,8,14,15,18,24,32,32,16,.,.,.,.,.,.
RUS,2004,2,short,1,4,54,8,6,4,10,18,26,22,27,28,48,80,154,234,367,440,456,380,212,.,.,.,.,.,.
RUS,2004,2,short,1,5,1,2,4,1,3,3,12,18,28,30,46,54,68,49,37,49,81,149,286,.,.,.,.,.,.
RUS,2004,2,short,1,6,249,63,32,28,29,24,33,46,59,81,94,123,129,121,108,104,125,167,284,.,.,.,.,.,.
RUS,2004,2,short,1,7,81,13,6,11,20,59,147,272,502,813,1306,2143,3472,5582,8752,15764,27074,46902,98342,.,.,.,.,.,.
RUS,2004,2,short,1,8,14,1,2,4,9,16,28,52,120,240,480,1008,1876,3602,6406,12837,23389,40946,86759,.,.,.,.,.,.
RUS,2004,2,short,1,9,1,0,1,2,1,3,7,9,13,27,48,64,129,261,516,1265,2677,5878,17285,.,.,.,.,.,.
RUS,2004,2,short,1,10,852,75,12,7,12,26,55,96,115,146,178,204,218,193,184,241,299,401,644,.,.,.,.,.,.
RUS,2004,2,short,1,11,24,5,3,2,4,9,14,19,21,32,61,99,162,247,354,693,1081,1527,2610,.,.,.,.,.,.
RUS,2004,2,short,1,12,70,8,3,5,11,34,125,210,274,403,520,739,990,959,929,1061,1397,1708,1815,.,.,.,.,.,.
RUS,2004,2,short,1,13,6,0,2,3,7,8,9,14,14,19,27,43,57,71,73,79,66,74,69,.,.,.,.,.,.
RUS,2004,2,short,1,14,13,4,1,3,10,24,33,42,46,54,73,96,134,159,206,236,262,244,228,.,.,.,.,.,.
RUS,2004,2,short,1,15,9787,116,28,20,13,6,10,9,9,10,13,12,14,9,7,5,6,4,1,.,.,.,.,.,.
RUS,2004,2,short,1,16,756,263,171,182,484,650,812,927,1036,1172,1286,1451,1455,1377,1177,1213,1388,1666,1963,.,.,.,.,.,.
RUS,2005,2,short,1,0,11521,669,317,288,690,1053,1629,2216,2963,4067,5577,8104,11680,16455,23567,39259,65597,106616,220115,.,.,.,.,.,.
RUS,2005,2,short,1,1,454,62,8,6,15,74,140,160,167,170,165,154,142,100,88,81,96,86,79,.,.,.,.,.,.
RUS,2005,2,short,1,2,74,59,40,37,56,75,147,244,420,743,1215,1891,2720,3617,4736,5960,7389,7982,6993,.,.,.,.,.,.
RUS,2005,2,short,1,3,31,6,2,1,2,4,3,3,5,5,5,10,11,15,21,26,37,27,27,.,.,.,.,.,.
RUS,2005,2,short,1,4,36,7,6,3,8,14,24,21,22,27,48,74,148,234,352,463,454,380,187,.,.,.,.,.,.
RUS,2005,2,short,1,5,1,2,1,1,2,5,10,18,28,33,41,53,62,43,46,44,81,146,296,.,.,.,.,.,.
RUS,2005,2,short,1,6,204,64,36,25,26,26,42,47,59,76,96,122,127,118,93,108,127,141,269,.,.,.,.,.,.
RUS,2005,2,short,1,7,76,15,5,7,24,69,157,305,574,865,1355,2152,3562,5580,8700,15611,27501,47064,101698,.,.,.,.,.,.
RUS,2005,2,short,1,8,9,1,2,2,13,16,34,61,110,246,483,953,1793,3468,6129,12310,22924,39958,86752,.,.,.,.,.,.
RUS,2005,2,short,1,9,3,0,0,0,1,3,7,9,14,26,42,66,125,238,503,1123,2523,5321,16030,.,.,.,.,.,.
RUS,2005,2,short,1,10,688,66,11,7,14,28,70,109,132,176,186,239,240,199,193,244,336,430,761,.,.,.,.,.,.
RUS,2005,2,short,1,11,22,3,2,4,7,9,11,18,28,39,56,86,136,236,333,666,1020,1437,2621,.,.,.,.,.,.
RUS,2005,2,short,1,12,60,9,3,4,12,48,138,250,354,473,583,810,1052,1059,976,1106,1450,1739,2038,.,.,.,.,.,.
RUS,2005,2,short,1,13,4,3,1,3,5,7,11,12,16,20,32,44,59,68,76,81,64,70,77,.,.,.,.,.,.
RUS,2005,2,short,1,14,11,4,2,4,12,26,37,45,45,54,70,88,129,163,198,241,259,265,301,.,.,.,.,.,.
RUS,2005,2,short,1,15,9133,118,29,14,15,9,9,9,9,12,15,13,12,9,10,8,4,3,5,.,.,.,.,.,.
RUS,2005,2,short,1,16,714,250,169,170,479,640,790,907,980,1100,1187,1349,1362,1309,1114,1187,1332,1568,1979,.,.,.,.,.,.
RUS,2006,2,short,1,0,11247,612,284,270,633,971,1550,2054,2682,3619,4979,7172,10616,14947,22064,37348,63504,103912,215004,.,.,.,.,.,.
RUS,2006,2,short,1,1,401,44,9,5,14,70,156,162,155,152,137,139,116,93,83,80,96,95,112,.,.,.,.,.,.
RUS,2006,2,short,1,2,76,59,35,34,50,72,135,241,424,723,1143,1820,2703,3603,4714,5848,7432,8088,7285,.,.,.,.,.,.
RUS,2006,2,short,1,3,37,6,2,2,2,3,2,2,4,4,7,6,10,14,21,22,33,28,34,.,.,.,.,.,.
RUS,2006,2,short,1,4,53,7,5,4,8,8,21,22,24,29,40,69,143,231,321,472,470,391,255,.,.,.,.,.,.
RUS,2006,2,short,1,5,1,2,2,2,1,3,12,15,26,32,41,47,55,35,36,43,61,131,304,.,.,.,.,.,.
RUS,2006,2,short,1,6,203,56,34,22,22,24,36,44,54,64,84,97,113,113,103,104,154,221,312,.,.,.,.,.,.
RUS,2006,2,short,1,7,79,21,5,7,25,57,152,280,453,735,1139,1841,3175,5009,8171,15239,27557,47677,104439,.,.,.,.,.,.
RUS,2006,2,short,1,8,10,1,2,2,18,16,27,55,115,211,425,813,1572,2962,5461,11279,21331,37573,82077,.,.,.,.,.,.
RUS,2006,2,short,1,9,3,1,0,1,3,2,6,6,15,27,42,61,123,224,415,913,1944,4137,12158,.,.,.,.,.,.
RUS,2006,2,short,1,10,727,60,12,8,13,28,56,97,117,137,154,179,188,182,168,214,332,448,822,.,.,.,.,.,.
RUS,2006,2,short,1,11,14,4,1,1,4,8,12,18,25,35,54,84,129,193,299,593,986,1322,2644,.,.,.,.,.,.
RUS,2006,2,short,1,12,65,6,1,4,14,46,130,236,325,428,535,718,940,928,950,1128,1454,1897,2214,.,.,.,.,.,.
RUS,2006,2,short,1,13,3,2,1,2,4,10,9,12,16,22,24,40,52,69,79,84,79,74,60,.,.,.,.,.,.
RUS,2006,2,short,1,14,4,3,1,2,11,21,36,38,41,47,61,81,115,154,191,238,274,278,286,.,.,.,.,.,.
RUS,2006,2,short,1,15,8916,105,27,18,11,10,7,7,7,6,15,11,14,11,7,7,5,3,5,.,.,.,.,.,.
RUS,2006,2,short,1,16,655,234,145,152,435,593,753,819,880,967,1079,1166,1166,1124,1045,1084,1296,1547,1999,.,.,.,.,.,.
RUS,2007,2,short,1,0,10427,524,272,273,647,931,1489,2012,2570,3368,4632,6595,9720,13520,21262,34575,61168,100994,205581,.,.,.,.,.,.
RUS,2007,2,short,1,1,344,37,6,6,14,73,164,183,161,149,140,132,110,99,90,88,88,88,93,.,.,.,.,.,.
RUS,2007,2,short,1,2,68,58,34,35,48,69,124,250,414,716,1181,1819,2669,3566,4749,5882,7386,8077,7273,.,.,.,.,.,.
RUS,2007,2,short,1,3,30,6,3,3,3,3,4,3,3,4,7,8,9,13,25,25,29,42,37,.,.,.,.,.,.
RUS,2007,2,short,1,4,42,4,3,4,8,10,18,18,23,19,39,68,129,207,307,426,437,396,256,.,.,.,.,.,.
RUS,2007,2,short,1,5,0,0,1,2,2,4,14,20,25,32,39,42,43,35,35,34,61,114,252,.,.,.,.,.,.
RUS,2007,2,short,1,6,205,51,35,26,29,23,32,43,50,64,78,90,104,111,105,120,144,194,331,.,.,.,.,.,.
RUS,2007,2,short,1,7,113,14,8,9,22,57,143,244,402,661,987,1617,2820,4414,7832,14157,27056,47421,103371,.,.,.,.,.,.
RUS,2007,2,short,1,8,15,2,2,4,13,17,24,55,97,202,392,726,1390,2483,5096,9887,19886,35156,75633,.,.,.,.,.,.
RUS,2007,2,short,1,9,4,0,0,1,2,4,7,9,15,23,42,67,110,194,381,813,1857,3939,10524,.,.,.,.,.,.
RUS,2007,2,short,1,10,599,49,15,8,13,35,66,90,117,119,137,160,166,158,192,219,336,482,892,.,.,.,.,.,.
RUS,2007,2,short,1,11,16,7,3,1,4,10,12,15,19,31,39,76,119,161,270,525,895,1312,2238,.,.,.,.,.,.
RUS,2007,2,short,1,12,45,8,4,4,10,37,133,233,325,397,519,663,882,919,941,1107,1457,1940,2393,.,.,.,.,.,.
RUS,2007,2,short,1,13,4,1,2,1,5,5,10,14,17,22,25,39,60,61,76,64,76,86,63,.,.,.,.,.,.
RUS,2007,2,short,1,14,4,4,1,2,10,23,26,36,47,51,56,78,112,147,183,234,260,297,274,.,.,.,.,.,.
RUS,2007,2,short,1,15,8314,94,28,14,12,9,8,7,7,9,12,11,14,14,8,8,7,8,2,.,.,.,.,.,.
RUS,2007,2,short,1,16,622,190,127,156,451,551,704,793,849,869,936,998,982,937,973,985,1193,1442,1951,.,.,.,.,.,.
RUS,2008,2,short,1,0,9535,503,253,243,599,854,1443,1968,2507,3341,4554,6460,9888,13252,21144,32940,60436,100683,200584,.,.,.,.,.,.
RUS,2008,2,short,1,1,289,41,6,3,12,65,168,203,181,150,139,119,106,87,78,72,89,97,80,.,.,.,.,.,.
RUS,2008,2,short,1,2,65,48,37,29,51,68,127,242,414,710,1146,1789,2721,3559,4786,5870,7336,7974,7699,.,.,.,.,.,.
RUS,2008,2,short,1,3,36,4,1,1,2,3,2,3,3,5,5,6,13,15,20,19,36,31,41,.,.,.,.,.,.
RUS,2008,2,short,1,4,36,5,5,3,8,12,16,15,17,21,38,63,129,193,288,401,438,404,293,.,.,.,.,.,.
RUS,2008,2,short,1,5,0,0,0,1,1,5,11,22,26,27,34,44,51,39,31,36,54,106,278,.,.,.,.,.,.
RUS,2008,2,short,1,6,211,51,34,24,23,21,35,45,45,57,80,88,120,106,111,121,169,212,388,.,.,.,.,.,.
RUS,2008,2,short,1,7,86,15,5,9,22,47,136,265,406,672,1012,1609,2884,4394,7840,13516,27111,48167,102403,.,.,.,.,.,.
RUS,2008,2,short,1,8,6,1,2,2,14,14,33,50,101,200,383,716,1379,2335,4968,9152,19118,34358,71888,.,.,.,.,.,.
RUS,2008,2,short,1,9,0,0,1,0,3,4,6,11,14,25,42,59,102,184,388,770,1750,3845,9559,.,.,.,.,.,.
RUS,2008,2,short,1,10,568,49,16,8,13,28,65,91,111,125,147,163,185,182,206,235,373,562,1063,.,.,.,.,.,.
RUS,2008,2,short,1,11,17,3,1,1,4,7,10,20,23,28,45,68,109,173,281,449,883,1159,2075,.,.,.,.,.,.
RUS,2008,2,short,1,12,31,4,2,2,12,36,128,232,335,412,512,675,953,905,951,1076,1516,1982,2467,.,.,.,.,.,.
RUS,2008,2,short,1,13,1,2,2,3,4,8,11,11,13,16,25,41,53,65,68,73,75,69,86,.,.,.,.,.,.
RUS,2008,2,short,1,14,8,2,2,2,9,24,32,39,45,46,54,75,116,140,186,223,290,298,358,.,.,.,.,.,.
RUS,2008,2,short,1,15,7615,84,23,12,9,8,8,7,8,9,10,13,10,10,7,8,5,5,4,.,.,.,.,.,.
RUS,2008,2,short,1,16,567,194,114,143,414,501,653,710,764,838,883,931,959,864,938,920,1193,1415,1903,.,.,.,.,.,.
RUS,2009,2,short,1,0,8982,465,251,271,579,808,1349,1922,2396,3156,4303,6153,9229,12966,20228,32335,58005,96467,191278,.,.,.,.,.,.
RUS,2009,2,short,1,1,262,31,6,6,12,68,187,215,182,145,131,121,111,88,76,89,85,106,110,.,.,.,.,.,.
RUS,2009,2,short,1,2,71,57,36,35,52,61,128,246,405,690,1149,1786,2637,3656,4750,6073,7421,8000,8185,.,.,.,.,.,.
RUS,2009,2,short,1,3,39,3,2,2,3,3,2,3,3,4,4,7,10,17,17,29,33,42,32,.,.,.,.,.,.
RUS,2009,2,short,1,4,29,8,5,4,7,10,14,15,18,22,37,63,114,198,277,398,438,400,276,.,.,.,.,.,.
RUS,2009,2,short,1,5,1,0,0,1,1,3,8,18,23,28,31,39,47,36,34,32,69,110,276,.,.,.,.,.,.
RUS,2009,2,short,1,6,188,47,34,27,24,19,30,40,52,58,76,95,114,107,115,135,212,313,537,.,.,.,.,.,.
RUS,2009,2,short,1,7,143,16,6,10,24,54,120,244,369,575,911,1487,2642,4206,7607,13369,26506,47390,100493,.,.,.,.,.,.
RUS,2009,2,short,1,8,15,1,1,4,14,16,28,54,97,184,345,643,1176,2168,4427,8433,17333,31292,65299,.,.,.,.,.,.
RUS,2009,2,short,1,9,1,0,0,1,4,3,5,8,17,29,49,66,110,190,361,690,1603,3263,7953,.,.,.,.,.,.
